id	tweet	subtask_a	subtask_b	subtask_c
20322	MAGA people are very low IQ GDP Growth means LITERALLY NOTHING In no way does this translate to higher income for white familes or individuals All that billions goes to companies or government And what jobs did he create Labour which pays less than living wage lmao URL	OFF	TIN	IND
26694	 IF YOU WONNA GET PAIDPick up the energy people Scream and shout like youre at the Kavanaugh hearing URL	NOT		
60130	 Bro go watch how he hold his backwood in the interview like that shit was irritating lmao nigga is mad suspicious	OFF	TIN	IND
54559	A bitch built like that could beat my ass all she wants URL	OFF	TIN	IND
34961	 Trash	NOT		
14285	 Very pathetic man 	OFF	TIN	IND
25012	 She is new psychology thinker who think about religion and so aggressive on her thought before deeply think on hinduism 	NOT		
19121	 Shouldve played saint marie instead of london docks Saint was ass for me 	NOT		
61272	 Thank goodness he is not MN passive aggressive Love it	NOT		
25360	 We can empty all our prisons also and just say they broke no lawsLiberal logic	NOT		
56949	 She is an angel Much love to her	NOT		
34893	 For what Why are you asking for his arrest Liberals being butthurt for  months is not an impeachable offense	NOT		
90958	 The tolerant Left	NOT		
42133	 You must be talking about hateful conservatives	OFF	TIN	GRP
18834	 Thats correct MAGA	OFF	TIN	IND
12741	 Show me a single case where antifa have actually murdered someone Because the far right murdered someone at Charlottesville  Hypocrisy works both ways	NOT		
42528	 If bobby is fit thats exactly what i would say but not sure if he is or not	NOT		
29300	 The only white people that thank Jesus are Republicans amp excrackheads  so say Americahating liberals about Christians Many exDems thank Jesus too amp many former Emmys watchers We thank Jesus DAILY for our country our amp the ability to TURN YOU OFF 	NOT		
14850	 Does skip realize that by saying you should become a professional tweeter that he is kind of shitting on sports casters How many TD receptions skip have this year	NOT		
38043	 This leftist is what is wrong in liberal colleges More ppl and students will come out and will unmask this corrupt woman who is determined to destroy a good judge because she wants only liberals in the courts 	OFF	TIN	IND
40340	 She is just feeling his touch first time	NOT		
76709	 This is great Mark The Great One Levin and Candace The Great Owens together This team is unbeatable They just sent liberals into a frenzy again A whole block of liberal voters just had their heads explode Andsadly Alyssa Milano just wet her pants again Great team	OFF	TIN	GRP
22728	 StrataData AI data hairball TDavis touring the application of Cognitive and machinelearning techniques to speed Governance of data URL	OFF	TIN	GRP
14037	 You are grossly misinterpreting who is against this People across all parties condemn this action Look no further than Bill Davis and Brian Mulroney to see that even conservatives think this is a horrible decision	NOT		
11640	 I wasnt proposing scare tactics I really meant what I said Trump can easily pull the good maga Republicans and can easily steal enough votes from GOP Dem and independents and will bring fresh breath to our rotten politics Think about it	OFF	TIN	IND
47009	 Only a liberal would support a liberal that spent a MILLION to get liberals elected to office LibFAIL URL	OFF	TIN	GRP
90912	 Notice how everyone avoids this tweet  They might think you are referring to them  But not me comrade I stalk everyone 	NOT		
97936	 Its so weirdly vicious and bitter to extrapolate from everyone should have access to decent healthcare to Liberals think all criminals should be free It reveals a pretty brutalist and impenetrable mind	OFF	TIN	GRP
12531	 What the fuck game are you watching	OFF	UNT	
61448	 He is all grown up	NOT		
23853	Health amp Nature under threat from UK US URL	NOT		
58454	 Why didnt Kavanaugh need terms Guilty people those are the ones that need terms Let me clue you in theyre worried that she is going to make a terrible impression and will not be believable Theyre trying to manage that concern	NOT		
63262	 dont perpetuate colonialism If you are going to talk about puertorico you must have Puerto Ricans in the panel Jeezuzfuckingchrist How difficult can that be diásporaenresistencia URL	NOT		
13136	An Anonymous message to Antifa Q QAnon TheGreatAwakening CommieClowns ResistanceRises Resistance URL	NOT		
74670	 Antifa has no place in society	NOT		
45111	 has two votes in our home West Texas is stoked about him He is inspiring He can do this	NOT		
72024	 Why Why are liberals so trashy	OFF	TIN	GRP
11405	 Grape	NOT		
90605	 HELLO SOMEBODY NEED HYUKJAE NOW SHE IS IN DANGER BY WATCHING YOUR FANCAMS	NOT		
28728	 He never did show much intelligence	NOT		
98547	 Yes I saw this and I will say tapper kept basket her and she kept coming back with stupid answers And he finally gave up I dont think he is a big fan of her policies hes not that stupid please	OFF	TIN	IND
98382	 If you go by anything other than he or she you are fucked in the head	OFF	TIN	IND
80430	 Are you sure she wast just thinking about herself	NOT		
68007	 URL Its a guy Guy looks like a Sheila QANON MAGA GREATAWAKENING Crocodile Dundee URL	NOT		
88809	 Heres the problemif you go back to Fast and Furious you have proof that the ATF was looking to influence gun control in the US It may be preposterous that the government would fake Sandy Hook isnt facilitating a drug war somewhat similar	NOT		
71577	 All you need to know is he is empty inside	OFF	TIN	IND
15863	 Oh dear Im so sorry you are having migraine I have them as well Sending up prayers for you 	NOT		
11918	 My sister by far She is the kindest sweetest person alive Use to be my grandma but she passed in May That woman was a saint Even had a song written about her My moms a saint Written by her children of course URL	NOT		
17391	 The Liberals are mentally unstable	OFF	TIN	GRP
34443	 Who authorized a search warrant of mr Jean home Racist what about her drug test This is premediated murder He will not be slandered He is the victim	OFF	TIN	IND
87904	 What would this line putz know about what conservatives think	NOT		
19732	 Dude Why r u trolling Ash rock z  He is our guy Just in a hurry to see bjp govt in state	NOT		
52972	 Shes said before that she will always be praying for him even tho she cant do anything Im sure she is heart broken as well at the events	NOT		
20800	 Which one is it Is there an active threat that you could be shot that is driving the need for gun control Or is the idea that the threat exists hypothetical so I have an excuse to carry a big scary gun	NOT		
39866	 Get a life	NOT		
18348	 Containers of Hurricane Donations Found Rotting in Puerto Rico Parking Lot URL	NOT		
61093	 Followed All Fantastic MAGA Patriots  Look forward to you following back Thank you amp have a wonderful day 	NOT		
75384	 The suicide rate in America is similar to other countries that have strict gun controlThey use other URL the UK jumping from cliffs and bridges is a common method	NOT		
68664	 Are you joining ANTIFA	NOT		
90705	 Apparently durbin has amnesia	NOT		
83290	 Canada has regulated firearms since the last quarter of the th century Those laws have probably contributed to Canada having only  as many handguns in circulation as in the US URL	NOT		
22185	 i have heard he is making waves	OFF	TIN	IND
13257	 Its Anita Hill versus Clarence Thomas all over again I hope this confirmation process has the same end result MAGA 	NOT		
90575	 Boi if you dont	NOT		
37630	rd time in my teacher career that Ive had a parent tell me that heshe is praying for me I always consider that a win  teacherlife prayalloftheprayers URL	NOT		
51377	 you are most welcome WhysJamesCryin	NOT		
51635	 Funny watching these liberals all of a sudden do a  on being transparent Warner had no problems with leaks Now when the truth is out he has issues Its over Some people are in big trouble Warner is likely one of them	NOT		
14407	 Brown like you	NOT		
87366	 You ladies always make me smileif you know what I mean 	NOT		
77089	ThursdayThoughts FUCK liberals Forever	OFF	TIN	GRP
27974	 Did you have to scalp Custer 	NOT		
79972	 Once again its been proven that all gun control laws are intended to disarm the law abiding citizens and subvert the A Criminal dont care about gun laws	OFF	TIN	GRP
38981	 Nothing abusive should ever be done to anyone Including the women and people of this country she is putting under horrible stress worrying about what she is going to do This should have been an easy NO from her if she is who she says she is And I agree with you Gabby	NOT		
30085	 Mxm nigger thinks we give a fuck URL	OFF	TIN	IND
95773	 She is a fake Vote her out Now she wants sympathy	OFF	TIN	IND
94397	 Ask Antifa  Which one they like amp respect	NOT		
51053	kids from different women from this American jobless men Nigerian men you are the bomb	OFF	TIN	OTH
21635	 By banning ammunition guns are still legal Why not instate gun control to keep   watch on all firearms	NOT		
80767	 Dont have anything to do with Trump or any conservatives Refuse to trade with them in business	NOT		
63772	 got him signing my bookhe is a cute URL	NOT		
14131	 This Russian agent is a DISGRACE Hey old creep you are going to die in prison You and Trump sold America to the Russians and its time you do the time for your years of crimes Scumbag	OFF	TIN	IND
62738	 Wow more Salinsky tactics	NOT		
33709	 What insanely ridiculous bullshit	OFF	UNT	
98754	 Nhs is only the way it is because we have a over populated country Conservatives have privertised were nhs buys from	NOT		
53995	 We shouldnt be surprised These same pigs worked with neonazis to unmask antifa protestors And the local coverage by shit journos like didnt cover that AT ALL We had to rely on for investigative coverage URL	OFF	TIN	GRP
52965	 Gun control anyone DisarmHate	NOT		
19654	 Im not for gun controlpractice reading comprehension first	NOT		
46633	 I am beginning to believe that all liberals are sociopaths None of the people here believe in rule of law You have to have evidence of a crime to go any further ConfirmBrettKavanaughNow	NOT		
82171	 Because  of Americans are too lazy to vote Nonvoters skew liberal And too many liberals who do vote throw their vote away on rd party losers Next question	OFF	TIN	OTH
