test_case	id	source	language	text	task1	task2
EXIST2021	178	twitter	en	 conservative YouTube has just been using different words to do the same purple haired septum ring  year old femiNAZI gets OWNED by FACTS FEMINIST thinks MOVIES are SEXIST videos for like  years straight i dont understand how this is still profitable	sexist	ideological-inequality
EXIST2021	179	twitter	en	   Just read High Court judgement Forget personal attacks feminism transphobia The judges made clear conclusionslack of evidence for use of PBs in avoiding puberty altogether and is experimental Read Tavis own researchshowed PB restricted growth but CONCEALED until forced	non-sexist	non-sexist
EXIST2021	180	twitter	en	Ill send my dick to anyone who likes or dms me nsfw horny hornydm cockdm opendm dmme dm cock cockrate dickrate dick cum dickpic nudes trade porn freenudes slut teen young adult sext hmu straight	sexist	sexual-violence
EXIST2021	181	twitter	en	  Bullshit I spent many many days in townships throughout SA during the seventies There were many successful African business woman and men then Some millionaires driving around in flashy cars and residing in huge houses Regarding land you are partly correct	non-sexist	non-sexist
EXIST2021	182	twitter	en	women are outdatedfemboys have replaced them	sexist	misogyny-non-sexual-violence
EXIST2021	183	twitter	en	Okay I know its old news but heres my take on the WSJDr Biden oped she wouldnt need to call herself Dr if we lived in a less sexist society As a young woman its amazing how differently people treat me once they find out Im an attorney	sexist	ideological-inequality
EXIST2021	184	twitter	en	      Undoubtedly RubinaIsTheBoss A strong woman who knows what it takes to be a winner She has been the same from day  absolutely classy and knows how to speak for herself Not just this week she is the boss this whole season of Bigg Boss 	non-sexist	non-sexist
EXIST2021	185	twitter	en	my mova be so mad like lady please calm down before u have a heart attack  shit dont even be that serious she just wanna be angry	non-sexist	non-sexist
EXIST2021	186	twitter	en	Fucking skank 	sexist	misogyny-non-sexual-violence
EXIST2021	187	twitter	en	 That is a very short skirt 	sexist	objectification
EXIST2021	188	twitter	en	Fashion Mogul Peter Nygard Indicted on SexTrafficking Charges Mr Nygard was arrested in Canada at the request of US authorities A federal indictment in New York City accused him of recruiting dozens of women and teenage girls for sex	sexist	sexual-violence
EXIST2021	189	twitter	en	Hi many Muslim woman are empowered by Hijab and wearing Hijab for them is a act of liberation If you dont feel empowered by Hijab do not disrespect the countless Hijabs who do   Your hashtag and context seems problematic 	non-sexist	non-sexist
EXIST2021	190	twitter	en	some women just dont deserve onlyfans bitches be UGLY as fuck and ask you to pay  to see their UGLY FAT BLOTCHED TITTIES BITCH	sexist	objectification
EXIST2021	191	twitter	en	 Cut the crouch out to send a message Like a lady	sexist	stereotyping-dominance
EXIST2021	192	twitter	en	LOLA A BITCH SHE NOT LOYAL	sexist	misogyny-non-sexual-violence
EXIST2021	193	twitter	en	Thank fuck for that Must be the cars faults then Silly cunt  	non-sexist	non-sexist
EXIST2021	194	twitter	en	Ripped latex to use latexinpublic latexporn tease teaser pornhub latexporno kink kinky andover andup nsfw latexrubber rubber rubberfetish fetish fetishcontent sexworker latexmask mask masterbating storking cock juicycock cock latexleggings shiny 	sexist	sexual-violence
EXIST2021	195	twitter	en	people will claim misandry isnt real ok  geniuses then why is there only one pussy option in cyberpunk 	sexist	ideological-inequality
EXIST2021	196	twitter	en	For the first time I donated to a political campaign three in fact We cant be mad good people dont run if we arent willing to help and support them when they do  women  man  republicans  democrat I should have done more but it felt good getting involved 	non-sexist	non-sexist
EXIST2021	197	twitter	en	Im a feminist and I think than NotAllMen are rapists Therefore its sensible to be naked and drunk at a frat party and expect to not be raped Every time you say what else did she expect youre the one implying that all men should be presumed to be rapists	sexist	ideological-inequality
EXIST2021	198	twitter	en	Maybe when Brexit goes tits up for the UK we can go back to the old days and export wheat barely and other stuff to them	non-sexist	non-sexist
EXIST2021	199	twitter	en	 Trump could sodomize your wife and you would find some way to defend him 	sexist	misogyny-non-sexual-violence
EXIST2021	200	twitter	en	 The cuffs are going to be slapped on your wrists Your Slovenian trophy wife will abandon you for someone who isnt impotent or broke	sexist	misogyny-non-sexual-violence
EXIST2021	201	twitter	en	i just wanna be a trophy wife or a trust fund baby and since the second one isnt happening then im gonna work towards the first goal	sexist	stereotyping-dominance
EXIST2021	202	twitter	en	  WRONG they are victims of feminismFeminism is an ideology based on nothing but the hatred of men and boys and special status for women in all things	sexist	ideological-inequality
EXIST2021	203	twitter	en	 make me slutbag	sexist	misogyny-non-sexual-violence
EXIST2021	204	twitter	en	the only problem with that is you have to go to the most logical person in said situation because any guy who justifies sexual harassment is demented anyway its just easier to choose peace and turn your dms off but I understand now wanting to do that because of someone else	non-sexist	non-sexist
EXIST2021	205	twitter	en	I aint sayin she a gold digger Im just saying she a gold diggerrrr	sexist	stereotyping-dominance
EXIST2021	206	twitter	en	When you give her Care she gives it back  times moreWhen you give her Honesty you give her the power the power of choiceWhen a woman feels empowered with you there is no limit on the good you will receiveblackwoman blackmenwholearn menwholisten powercouple	non-sexist	non-sexist
EXIST2021	207	twitter	en	women have to live in a patriarchal society filled with misogyny therefore women cannot be feminists thats how brainless you sound 	sexist	ideological-inequality
EXIST2021	208	twitter	en	dwight you ignorant slut 	sexist	stereotyping-dominance
EXIST2021	209	twitter	en	 You can call me a sexist pig but she looks so plastic	sexist	objectification
EXIST2021	210	twitter	en	Women think men enjoying sucking breast LoLTruth is men only enjoy how they make you feel wen they do that We only enjoy the sounds Moaning Yall make wen we do that It makes us feel like real menU know it takes a real man to satisfy a woman right	sexist	sexual-violence
EXIST2021	211	twitter	en	I feel good as shit right now Cant even lie Only thing that could make it better is my moms red velvet and a foine ass Black man	non-sexist	non-sexist
EXIST2021	212	twitter	en	     Men who do plastic surgery and take steroids are unnatural men Go call me sexist Come back when you can actually formulate an original thought other than rehashed leftist garb You sound goofy af	sexist	stereotyping-dominance
EXIST2021	213	twitter	en	 At least youll beat team pregnant	non-sexist	non-sexist
EXIST2021	214	twitter	en	 years ago then I dey import kelewele sef from Abidjan but today the woman at the junction sees me and says Bra bgye KALAWELE	non-sexist	non-sexist
EXIST2021	215	twitter	en	with all that we go through as women its simply unfair that we have to bleed once a month	non-sexist	non-sexist
EXIST2021	216	twitter	en	 Mines got to be taking one out on a date with her short skirt sexy high heels and a very seducing panty that it barely hides the lovely D And Id turn her on so if she gets hard i have to let that hard D gi away as a punishmentreward	sexist	objectification
EXIST2021	217	twitter	en	According to a study by The Egyptian Center for Womens Rights ECWR with the help of several NGOs the increasement is by equality womenempowerment women womensrights prochoice humanrights empowerment genderequality 	non-sexist	non-sexist
EXIST2021	218	twitter	en	  Women should stop following men that hit women so therell be sufficient ones to go around for we single guys	sexist	misogyny-non-sexual-violence
EXIST2021	219	twitter	en	Is it necessary to show your skin on soc med to be called an empowered woman	sexist	objectification
EXIST2021	220	twitter	en	 Why do feminsits call time with ur family a burden and think this will sell men to doing it amp also why dont you call work a burden and say men working on average  hours more and commuting  longer than women is a burden would that damage the victim narrative 	sexist	ideological-inequality
EXIST2021	221	twitter	en	 stay safe bbz lt	non-sexist	non-sexist
EXIST2021	222	twitter	en	whole season which make me not enjoy the show I used to enjoy the show before they started pushing the agenda that men r bad amp women r the heros the  need bs Idk maybe Im misinterpreting it but its best to express my opinion amp see if people have similar feeling about it	sexist	ideological-inequality
EXIST2021	223	twitter	en	Only for UK 	non-sexist	non-sexist
EXIST2021	224	twitter	en	 She is just settling after riding all that famous cockcarousel Sad	sexist	objectification
EXIST2021	225	twitter	en	  You are a male ignorantly mansplaining womens issues to a womanYour prerogative to tweet such misogynistic drivel as it is mine to point it out	sexist	misogyny-non-sexual-violence
EXIST2021	226	twitter	en	 Well she also said sex work is work Does that create financial security for workers No It creates women who are coerced beaten and raped on the daily  should recognize that as well	sexist	sexual-violence
